ID,Gene,Variation,Class
1465,471,407,1
1466,471,4609,7
1467,471,4847,7
1468,471,2739,6
1469,471,7454,7
1470,471,2069,7
1471,471,4608,7
1472,471,6956,7
1473,471,2062,7
1474,471,7813,6
1475,471,3531,2
1476,471,4071,7
1477,471,3311,1
1478,471,4346,7
1479,471,3530,7
1480,471,1679,6
1481,471,2068,7
1482,471,2066,2
1483,471,6972,7
1484,471,669,1
1485,471,306,5
1486,471,4072,7
1487,471,8167,7
1488,471,715,7
1489,471,3568,2
1490,471,2065,7
1491,471,2063,7
1492,471,1470,1
1493,471,3569,7
1494,471,3464,5
1495,471,872,2
1496,471,4610,7
1497,471,4326,7
1498,471,7979,7
1499,471,3581,2
1500,471,1605,5
1501,473,4601,7
1502,473,7954,7
1503,473,493,7
1504,695,1350,1
1505,695,7654,1
1506,75,2109,7
1507,75,2110,7
1508,75,3642,7
1509,75,7266,5
1510,75,4681,7
1511,75,2106,7
1512,75,900,2
1513,75,6738,7
1514,75,7261,3
1515,75,49,3
1516,75,1390,7
1517,75,3668,7
1518,75,3113,7
1519,75,8305,7
1520,75,2128,7
1521,75,1831,7
1522,75,2818,7
1523,75,6776,7
1524,75,3115,7
1525,75,849,2
1526,75,3648,7
1527,75,524,7
1528,75,2107,7
1529,75,6777,7
1530,75,1832,7
1531,75,6778,7
1532,75,7252,2
1533,75,6737,7
1534,75,1841,7
1535,75,4215,7
1536,75,5115,7
1537,75,3128,5
1538,75,493,2
1539,75,7290,5
1540,75,7268,7
1541,75,3659,7
1542,75,1842,7
1543,75,2127,7
1544,75,7674,7
1545,75,885,2
1546,75,3620,7
1547,75,3657,7
1548,75,4696,7
1549,75,3663,3
1550,75,2143,7
1551,75,2142,7
1552,75,3658,7
1553,75,26,3
1554,75,2147,3
1555,75,5343,3
1556,75,907,3
1557,75,1368,7
1558,75,4422,7
1559,75,3365,7
1560,75,2076,2
1561,75,5395,7
1562,75,5415,3
1563,75,7990,7
1564,75,919,5
1565,75,5509,3
1566,75,3117,3
1567,75,3660,7
1568,75,525,7
1569,75,3647,7
1570,75,3053,7
1571,75,3111,7
1572,75,5426,2
1573,75,3112,7
1574,75,57,5
1575,1182,6744,4
1576,1100,2459,4
1577,1183,5455,4
1578,1457,493,7
1579,821,7114,2
1580,821,8216,2
1581,821,8217,7
1582,821,4690,2
1583,1025,5182,4
1584,209,6914,1
1585,209,6918,1
1586,209,6913,1
1587,492,7389,1
1588,1458,5088,4
1589,1458,902,1
1590,1458,6479,4
1591,1458,8580,1
1592,1458,7173,4
1593,1458,8077,6
1594,1458,3678,5
1595,1458,7654,1
1596,1458,7717,4
1597,1458,2115,1
1598,1458,2875,4
1599,1458,3654,1
1600,1458,5699,4
1601,1458,8581,1
1602,1458,5150,4
1603,1458,88,1
1604,1458,3778,4
1605,1458,6525,4
1606,1458,8292,1
1607,1458,3144,1
1608,1458,3729,4
1609,1458,4652,4
1610,1458,1838,1
1611,1458,7166,4
1612,1458,5139,4
1613,1458,3730,4
1614,1458,2931,4
1615,1458,3779,1
1616,1458,3655,1
1617,1458,8105,4
1618,1458,4084,4
1619,1458,1698,1
1620,1458,4852,5
1621,1458,5579,4
1622,1458,6621,4
1623,1458,7163,4
1624,1458,3731,4
1625,1458,7161,1
1626,1458,5317,4
1627,1458,1350,1
1628,1458,5578,4
1629,772,7861,4
1630,772,5527,4
1631,772,5785,4
1632,772,4904,4
1633,772,7654,1
1634,772,4498,4
1635,772,5464,2
1636,772,2808,4
1637,772,5989,4
1638,1150,5302,7
1639,481,493,6
1640,482,2074,7
1641,482,1301,7
1642,482,4642,7
1643,482,8519,7
1644,482,1298,7
1645,482,2015,7
1646,482,7320,3
1647,482,1092,3
1648,482,8514,7
1649,482,2017,7
1650,482,7960,3
1651,482,3338,7
1652,482,1304,7
1653,482,3331,7
1654,482,8521,7
1655,482,1658,7
1656,482,8233,7
1657,482,4641,2
1658,482,7220,7
1659,482,397,2
1660,482,2800,3
1661,482,6623,7
1662,482,4643,2
1663,482,4365,2
1664,482,2029,7
1665,482,4374,3
1666,482,7777,3
1667,482,7988,7
1668,482,7074,7
1669,482,7073,7
1670,482,1300,7
1671,482,8565,7
1672,482,1299,7
1673,482,8432,3
1674,482,4064,7
1675,482,2018,7
1676,482,4068,7
1677,482,1666,7
1678,482,7985,7
1679,482,8520,7
1680,482,4662,7
1681,482,8510,7
1682,482,1659,7
1683,482,1303,7
1684,482,8518,7
1685,482,1306,7
1686,482,493,7
1687,482,1222,7
1688,482,8517,1
1689,1026,2805,5
1690,1026,1660,5
1691,1026,1589,4
1692,1026,5725,4
1693,1026,2296,1
1694,1026,7654,1
1695,1026,6603,1
1696,1026,6207,1
1697,1026,3317,4
1698,1026,3179,3
1699,1026,7092,4
1700,1026,4056,5
1701,1026,7094,4
1702,1026,7520,5
1703,1026,1635,5
1704,1026,6002,1
1705,1308,5098,4
1706,1473,1361,7
1707,1045,5,7
1708,1033,7079,1
1709,1033,6991,1
1710,1033,4874,4
1711,1033,7078,4
1712,1033,6982,1
1713,1033,1963,4
1714,1033,7902,4
1715,1033,4873,4
1716,1033,3970,4
1717,1033,3971,4
1718,716,6953,4
1719,716,5400,1
1720,716,319,1
1721,716,4860,1
1722,1002,7654,1
1723,92,3132,1
1724,92,4406,4
1725,92,1350,1
1726,92,6472,4
1727,92,233,1
1728,1126,493,7
1729,826,1655,4
1730,826,6536,4
1731,826,1350,1
1732,826,5226,4
1733,826,3951,5
1734,826,1224,4
1735,826,5239,4
1736,826,8180,4
1737,826,404,1
1738,826,222,5
1739,826,1223,6
1740,826,2768,4
1741,826,1610,4
1742,826,6511,4
1743,826,6133,4
1744,826,7225,5
1745,826,7654,1
1746,826,7183,1
1747,826,5243,4
1748,826,5312,4
1749,826,6143,4
1750,635,8315,7
1751,635,5449,9
1752,635,5323,9
1753,635,2132,4
1754,635,5451,9
1755,635,5450,9
1756,635,5452,8
1757,635,4911,5
1758,635,75,4
1759,635,7840,5
1760,635,2890,5
1761,635,3133,5
1762,635,3355,5
1763,635,2742,4
1764,635,6319,4
1765,635,1448,5
1766,636,5488,9
1767,636,5608,9
1768,636,5605,8
1769,636,5606,9
1770,636,5607,8
1771,1488,776,6
1772,1488,1652,2
1773,1489,1350,1
1774,1489,7654,1
1775,298,5533,5
1776,298,1350,1
1777,298,5502,1
1778,298,5501,1
1779,298,7654,1
1780,298,8120,4
1781,298,5141,5
1782,99,4098,7
1783,99,5278,1
1784,99,4929,6
1785,99,5276,6
1786,99,489,7
1787,99,100,1
1788,99,7626,7
1789,99,3071,7
1790,99,2309,6
1791,99,8247,7
1792,99,8246,7
1793,99,7627,7
1794,99,493,7
1795,99,4050,5
1796,99,2046,2
1797,99,3865,5
1798,99,5124,5
1799,99,2047,7
1800,99,2351,6
1801,99,488,7
1802,100,4489,7
1803,100,6906,2
1804,100,6910,7
1805,100,5230,7
1806,100,1957,7
1807,100,6907,7
1808,100,2453,7
1809,1125,7473,2
1810,1125,2254,4
1811,1125,2253,1
1812,1125,2194,4
1813,1125,1581,2
1814,1125,4049,4
1815,1125,6435,1
1816,1125,493,7
1817,1125,7358,4
1818,1125,8456,4
1819,1125,1582,2
1820,1125,4683,7
1821,1125,1579,2
1822,1125,2252,4
1823,1125,8424,2
1824,1125,1583,1
1825,1125,1580,8
1826,858,7654,1
1827,1048,8158,7
1828,1048,6958,1
1829,1048,4772,1
1830,1048,5657,1
1831,1048,5652,1
1832,1048,5864,6
1833,1048,6957,1
1834,1048,5863,6
1835,1048,4771,1
1836,1048,5655,1
1837,1048,8157,1
1838,1048,5658,1
1839,1197,1350,4
1840,1197,7654,1
1841,1197,5563,4
1842,643,4211,2
1843,643,76,2
1844,643,2108,1
1845,1050,2872,4
1846,1050,4788,4
1847,1050,6974,4
1848,1050,5879,4
1849,306,2971,1
1850,306,2972,1
1851,306,7654,1
1852,306,6057,9
1853,306,1350,1
1854,648,493,2
1855,831,4821,7
1856,831,92,7
1857,831,1033,3
1858,831,3702,7
1859,831,3841,7
1860,831,7783,2
1861,831,3202,7
1862,831,5819,3
1863,831,3844,7
1864,831,473,5
1865,831,5851,3
1866,831,3203,7
1867,831,1485,7
1868,831,7353,7
1869,831,1890,7
1870,831,569,7
1871,831,8118,2
1872,831,7782,7
1873,831,325,3
1874,831,1893,3
1875,831,7354,7
1876,831,6923,3
1877,831,3822,7
1878,831,7352,7
1879,831,82,7
1880,831,571,7
1881,831,160,2
1882,831,1891,7
1883,831,5172,7
1884,831,4278,7
1885,831,6922,7
1886,831,7355,3
1887,831,1902,2
1888,831,8318,2
1889,831,4841,3
1890,831,3405,2
1891,831,6924,7
1892,831,1459,7
1893,831,1035,3
1894,831,1439,7
1895,831,572,7
1896,831,3706,7
1897,831,5849,3
1898,831,327,3
1899,831,570,7
1900,1354,1350,1
1901,1354,4401,7
1902,1354,7654,1
1903,1278,6726,4
1904,1278,5391,4
1905,1278,7628,4
1906,1278,5358,4
1907,1278,2130,4
1908,1278,7654,1
1909,1280,1350,1
1910,1280,7654,1
1911,493,7654,1
1912,493,6339,1
1913,1284,1628,5
1914,1284,1125,2
1915,1284,7861,7
1916,1284,5249,2
1917,1284,1169,2
1918,1284,1170,2
1919,1284,2958,2
1920,1284,5292,2
1921,1284,4490,2
1922,1284,7385,7
1923,1284,3821,2
1924,1284,7049,7
1925,1284,3264,7
1926,1284,3967,7
1927,1284,8219,7
1928,1284,493,6
1929,1284,1987,7
1930,1284,7906,2
1931,1284,343,7
1932,1284,3547,2
1933,1284,1627,6
1934,208,772,7
1935,208,1840,7
1936,208,2118,7
1937,208,2133,2
1938,208,3830,2
1939,208,3851,7
1940,208,1126,2
1941,208,3825,7
1942,208,1376,7
1943,208,6954,7
1944,208,1130,7
1945,208,1672,7
1946,793,4654,4
1947,793,1307,7
1948,793,8545,4
1949,793,1729,4
1950,793,3520,4
1951,793,493,2
1952,308,7334,1
1953,127,1456,1
1954,127,7654,1
1955,127,1350,1
1956,127,4517,4
1957,127,1064,4
1958,127,983,5
1959,925,2695,3
1960,925,1811,1
1961,925,3505,1
1962,774,1540,7
1963,774,493,7
1964,309,1095,7
1965,309,7017,2
1966,309,7044,7
1967,309,2485,7
1968,309,1098,7
1969,309,3470,7
1970,309,7018,7
1971,309,7080,7
1972,309,7084,7
1973,309,7016,7
1974,309,7045,7
1975,309,7046,7
1976,309,2994,7
1977,309,7043,7
1978,309,2487,7
1979,309,7085,7
1980,309,7496,7
1981,309,7015,7
1982,309,7081,7
1983,309,8190,7
1984,309,4557,7
1985,309,3250,7
1986,309,4971,7
1987,309,7083,7
1988,309,6937,7
1989,770,7414,2
1990,770,3650,6
1991,770,536,7
1992,770,3551,7
1993,770,3188,7
1994,770,3097,2
1995,770,6320,7
1996,770,4935,5
1997,770,1847,7
1998,770,5271,7
1999,770,6786,7
2000,770,5270,7
2001,770,2000,2
2002,770,3614,4
2003,770,1353,7
2004,770,8004,7
2005,770,3555,7
2006,770,1246,5
2007,770,493,6
2008,770,5277,7
2009,770,8311,7
2010,770,2001,7
2011,770,3100,2
2012,770,4711,7
2013,770,3092,7
2014,770,3099,6
2015,770,4712,7
2016,770,8002,2
2017,770,7787,6
2018,770,1367,5
2019,770,2002,7
2020,770,2148,2
2021,770,4893,7
2022,770,3101,2
2023,770,1460,7
2024,770,1398,7
2025,770,3549,7
2026,770,4552,5
2027,770,4713,7
2028,770,3942,2
2029,770,6287,7
2030,770,6926,7
2031,770,1252,7
2032,771,6928,6
2033,771,2013,2
2034,771,2012,2
2035,771,3363,6
2036,771,3996,7
2037,771,4427,7
2038,771,546,7
2039,771,2011,7
2040,771,6926,6
2041,771,1461,7
2042,771,7882,7
2043,1311,7654,1
2044,654,7388,7
2045,1290,4292,7
2046,1290,6379,7
2047,1290,6378,7
2048,1290,2579,2
2049,1290,1752,7
2050,1290,4497,7
2051,839,7594,2
2052,839,5111,2
2053,839,3361,7
2054,839,4404,6
2055,839,2076,2
2056,839,3358,7
2057,839,3360,7
2058,839,493,7
2059,840,493,7
2060,840,4972,2
2061,1294,1848,4
2062,1294,7654,1
2063,1294,3488,7
2064,1294,3699,4
2065,1294,3046,4
2066,1294,158,3
2067,1294,5063,1
2068,1355,927,6
2069,1355,1350,4
2070,1355,5424,5
2071,1355,8309,5
2072,1355,2928,1
2073,1355,5672,1
2074,1355,8112,1
2075,1355,8308,6
2076,1355,6800,6
2077,1355,3394,6
2078,1355,2893,6
2079,1355,4213,6
2080,1355,4440,1
2081,1355,6795,5
2082,841,4279,7
2083,841,6944,7
2084,841,3860,7
2085,44,6612,1
2086,44,6476,1
2087,44,6416,1
2088,44,493,2
2089,44,5263,1
2090,713,7654,6
2091,135,7654,1
2092,136,1350,1
2093,136,7654,1
2094,235,8575,4
2095,235,3613,5
2096,235,1350,1
2097,235,6662,4
2098,235,8240,4
2099,235,3598,1
2100,235,4185,4
2101,235,2829,4
2102,235,7654,1
2103,235,1326,1
2104,144,493,2
2105,850,3666,2
2106,145,4268,4
2107,145,4266,4
2108,145,4270,4
2109,145,4269,4
2110,145,1350,1
2111,145,7654,1
2112,1305,5259,7
2113,1305,493,2
2114,524,7654,1
2115,524,493,2
2116,524,5630,4
2117,153,1350,1
2118,222,1067,7
2119,222,1066,2
2120,222,852,7
2121,222,7654,2
2122,222,493,7
2123,222,2,7
2124,222,7409,7
2125,222,7410,7
2126,222,763,7
2127,222,4876,7
2128,222,3875,2
2129,222,4877,2
2130,222,4878,7
2131,166,3356,7
2132,697,1145,4
2133,697,1350,1
2134,697,6276,4
2135,697,5905,4
2136,697,2577,4
2137,697,6943,4
2138,697,6015,4
2139,697,6188,4
2140,697,7718,4
2141,697,2569,4
2142,697,7654,1
2143,697,2267,4
2144,697,2625,1
2145,697,2468,4
2146,1074,7654,1
2147,1074,6406,5
2148,1076,1336,4
2149,1076,541,4
2150,1076,543,4
2151,1076,3644,4
2152,1076,285,4
2153,1076,1410,4
2154,1076,882,4
2155,1076,53,4
2156,1076,2876,4
2157,1076,55,3
2158,1076,561,4
2159,1076,5439,4
2160,1076,7483,4
2161,1076,3772,4
2162,1076,3643,4
2163,1076,2152,4
2164,1076,8544,4
2165,1076,4937,1
2166,1076,8339,4
2167,1076,7287,4
2168,1076,5554,7
2169,1076,8322,4
2170,1076,6930,4
2171,1076,818,4
2172,1076,3388,3
2173,1076,6756,4
2174,1076,5609,4
2175,1076,946,4
2176,1076,3238,4
2177,1076,1955,4
2178,1076,5100,4
2179,1076,4264,4
2180,1076,4514,4
2181,1076,7285,4
2182,1076,7033,5
2183,1076,7789,4
2184,1076,2149,1
2185,1076,7320,4
2186,1076,65,4
2187,1076,2220,4
2188,1076,4756,4
2189,1076,4591,4
2190,1076,2221,4
2191,1076,1350,4
2192,1076,5445,4
2193,1076,5553,4
2194,1076,2880,4
2195,1076,2145,4
2196,1076,3906,4
2197,1076,2300,4
2198,1076,6857,4
2199,1076,3386,4
2200,1076,512,4
2201,1076,1334,4
2202,1076,51,4
2203,1076,68,4
2204,1076,8540,4
2205,1076,560,4
2206,1076,7288,3
2207,1076,1953,4
2208,1076,66,4
2209,1076,5444,4
2210,1076,3076,4
2211,1076,64,4
2212,1076,2357,4
2213,1076,1918,4
2214,1076,3159,4
2215,1076,5099,4
2216,1076,1335,4
2217,1076,3385,4
2218,1076,542,4
2219,1076,3840,4
2220,1076,945,4
2221,1076,2151,4
2222,1076,3390,4
2223,1076,3455,4
2224,1076,3123,3
2225,1076,8543,4
2226,1076,7869,4
2227,1076,5549,4
2228,1076,7286,4
2229,1076,1910,4
2230,1076,5446,4
2231,1076,2883,4
2232,1076,7884,3
2233,1076,2144,4
2234,1076,3473,4
2235,1076,3242,4
2236,1076,8331,4
2237,1076,1036,4
2238,1076,3037,4
2239,1076,3637,4
2240,1076,5612,4
2241,1076,1100,4
2242,1076,2222,4
2243,1076,3566,4
2244,1076,3121,4
2245,1076,5557,4
2246,1076,7313,4
2247,1076,5442,4
2248,1076,315,4
2249,1076,1032,4
2250,1076,7434,4
2251,1076,3924,4
2252,1076,6856,4
2253,1076,3384,4
2254,1076,3122,4
2255,1076,3393,4
2256,1076,7870,4
2257,1076,8397,4
2258,1076,4217,4
2259,1076,5120,5
2260,1076,4313,4
2261,1076,1867,4
2262,1076,5101,4
2263,1076,1094,4
2264,1076,3038,4
2265,1076,3077,4
2266,1076,1339,4
2267,1076,1337,4
2268,1076,5611,4
2269,1076,3075,4
2270,1076,2885,4
2271,1076,1338,4
2272,1076,3391,4
2273,1076,7654,1
2274,169,497,8
2275,169,8587,8
2276,169,1350,1
2277,169,2076,8
2278,169,496,8
2279,1134,7654,1
2280,261,5521,1
2281,261,7654,1
2282,261,5704,1
2283,261,2076,1
2284,261,860,9
2285,658,7654,1
2286,1314,3007,7
2287,1314,1249,7
2288,1314,8530,7
2289,1314,1248,7
2290,1314,7149,7
2291,1314,1971,2
2292,1314,1973,2
2293,1314,1972,2
2294,1474,493,6
2295,1053,8319,4
2296,1053,4989,4
2297,1053,786,4
2298,1053,1350,1
2299,1053,4990,4
2300,671,7156,7
2301,671,2054,7
2302,671,6546,7
2303,671,3364,7
2304,671,8539,7
2305,671,7175,7
2306,671,4137,7
2307,671,8017,7
2308,671,428,7
2309,671,6655,7
2310,671,402,7
2311,671,7654,1
2312,671,2096,7
2313,671,4173,7
2314,671,8284,7
2315,671,2055,7
2316,671,7184,7
2317,671,3571,7
2318,672,4067,2
2319,672,3534,7
2320,672,1194,6
2321,672,8285,6
2322,672,7248,2
2323,672,7251,2
2324,672,8097,6
2325,672,8578,6
2326,672,5107,7
2327,672,500,7
2328,672,6515,6
2329,672,1999,7
2330,672,4182,6
2331,672,4605,7
2332,672,5105,7
2333,672,3630,6
2334,672,3088,6
2335,672,490,7
2336,672,6749,6
2337,672,6746,6
2338,672,7664,6
2339,672,7625,7
2340,672,6514,7
2341,672,8286,6
2342,672,798,7
2343,672,493,7
2344,672,1823,6
2345,672,3029,7
2346,672,6512,7
2347,672,3089,6
2348,672,7637,7
2349,672,6513,7
2350,672,2076,2
2351,137,493,7
2352,137,1945,7
2353,137,3412,4
2354,1316,4096,4
2355,1316,4218,4
2356,1316,2215,4
2357,1316,8172,4
2358,1316,3601,4
2359,1316,994,4
2360,1316,5991,4
2361,1316,1350,1
2362,1316,7654,1
2363,1316,2917,4
2364,1316,167,4
2365,1316,3602,4
2366,1316,1958,5
2367,674,493,7
2368,1077,1350,4
2369,1077,1233,7
2370,1077,7594,7
2371,1077,7527,7
2372,1077,1691,2
2373,1077,1728,7
2374,1077,2635,2
2375,1077,5309,2
2376,1077,6315,6
2377,1077,433,7
2378,1077,879,7
2379,1077,5255,1
2380,1077,4343,7
2381,1077,7513,4
2382,1077,7930,7
2383,1077,1726,7
2384,1077,4992,2
2385,1077,3554,8
2386,1077,2031,7
2387,1077,432,7
2388,1077,2600,6
2389,1077,8529,7
2390,1077,7113,7
2391,1077,1232,7
2392,1077,8528,7
2393,1077,1392,2
2394,877,5483,4
2395,877,8481,4
2396,877,5484,4
2397,877,3403,4
2398,877,7289,4
2399,877,3683,4
2400,877,7703,4
2401,877,5428,4
2402,877,6821,4
2403,877,7654,1
2404,877,5827,1
2405,877,5429,4
2406,877,1385,4
2407,877,5403,4
2408,877,1350,4
2409,877,5402,4
2410,491,555,4
2411,491,493,6
2412,1080,5352,1
2413,1080,7719,1
2414,1080,7654,1
2415,1080,4722,1
2416,1080,1350,4
2417,183,1432,6
2418,183,5621,4
2419,183,750,4
2420,183,5653,1
2421,183,7654,1
2422,183,2255,1
2423,183,137,5
2424,183,2239,1
2425,183,3320,6
2426,183,809,4
2427,183,7111,6
2428,183,3527,6
2429,183,8287,3
2430,183,4083,6
2431,183,3696,1
2432,183,3745,1
2433,183,2037,6
2434,183,971,6
2435,183,936,6
2436,183,4245,1
2437,183,1344,6
2438,183,8133,1
2439,183,1350,1
2440,183,4784,5
2441,183,1886,1
2442,183,134,5
2443,183,3170,1
2444,183,3487,6
2445,183,6846,6
2446,183,3847,5
2447,183,7774,5
2448,183,7474,4
2449,183,977,6
2450,183,7187,6
2451,183,8342,6
2452,183,726,4
2453,183,3509,6
2454,183,4024,3
2455,183,2915,1
2456,183,4763,4
2457,183,2916,6
2458,183,3194,3
2459,183,8126,4
2460,183,5599,5
2461,183,7603,6
2462,183,7744,4
2463,183,7767,1
2464,183,6757,5
2465,183,7324,1
2466,183,3708,5
2467,183,2896,5
2468,183,1554,5
2469,183,5598,3
2470,183,6858,1
2471,183,1438,5
2472,183,3933,5
2473,183,6996,6
2474,183,7752,1
2475,183,5585,1
2476,183,7757,6
2477,183,1483,4
2478,183,1883,1
2479,183,799,4
2480,183,1029,5
2481,183,4729,3
2482,183,3756,1
2483,183,2911,1
2484,183,4768,6
2485,183,4256,6
2486,183,6877,1
2487,183,7716,5
2488,183,8131,5
2489,183,2229,3
2490,183,2248,4
2491,183,8134,1
2492,183,111,4
2493,183,6832,5
2494,183,4254,5
2495,183,1424,5
2496,183,4255,5
2497,183,2230,4
2498,183,6312,5
2499,183,6835,3
2500,183,4653,5
2501,183,3416,1
2502,183,127,5
2503,183,6648,5
2504,183,7678,6
2505,183,965,4
2506,183,4250,1
2507,183,1253,3
2508,183,918,6
2509,183,7823,3
2510,183,6876,1
2511,183,1887,4
2512,183,1412,5
2513,183,6875,1
2514,183,3345,6
2515,183,4148,6
2516,183,5075,5
2517,183,1525,6
2518,183,4251,4
2519,183,1358,5
2520,183,3349,6
2521,183,3151,6
2522,183,7748,1
2523,183,3776,1
2524,183,1442,1
2525,183,1879,1
2526,183,4776,6
2527,183,2894,5
2528,183,4613,5
2529,183,5154,4
2530,183,2236,4
2531,183,6827,5
2532,183,4457,5
2533,183,5156,5
2534,183,3010,4
2535,183,5541,5
2536,183,3746,5
2537,183,645,4
2538,183,3775,5
2539,183,593,5
2540,183,3583,6
2541,183,7760,5
2542,183,8332,1
2543,183,670,4
2544,183,6849,4
2545,183,4466,6
2546,183,6826,5
2547,183,4786,5
2548,183,8344,4
2549,183,1423,5
2550,183,3546,6
2551,183,6845,3
2552,183,7745,1
2553,183,972,5
2554,183,8333,1
2555,183,105,5
2556,183,8135,4
2557,183,7766,1
2558,183,4773,5
2559,183,4262,4
2560,183,4221,6
2561,183,6764,5
2562,183,8345,4
2563,183,7326,4
2564,183,7342,6
2565,183,2924,5
2566,183,973,5
2567,183,7321,1
2568,183,962,5
2569,183,5157,1
2570,183,964,4
2571,183,6796,5
2572,183,3346,6
2573,183,588,4
2574,183,3762,4
2575,183,4750,5
2576,183,2242,4
2577,183,121,1
2578,183,2219,1
2579,183,2240,1
2580,183,3234,3
2581,183,7740,1
2582,183,966,1
2583,183,1420,1
2584,183,6860,4
2585,183,1876,5
2586,183,4237,1
2587,183,6879,3
2588,183,7110,6
2589,183,5587,4
2590,183,3883,6
2591,183,4436,3
2592,183,7768,1
2593,183,646,6
2594,183,1665,6
2595,183,2235,4
2596,183,2247,1
2597,183,7143,6
2598,183,7761,1
2599,183,4244,1
2600,183,963,1
2601,183,4220,6
2602,183,4194,5
2603,183,1377,5
2604,183,1369,5
2605,183,7733,5
2606,183,724,6
2607,183,4253,5
2608,183,5540,5
2609,183,3214,6
2610,183,4465,5
2611,183,7759,5
2612,183,2926,5
2613,183,7329,5
2614,183,4268,1
2615,183,7516,5
2616,183,4766,5
2617,183,7747,4
2618,183,597,5
2619,183,7763,1
2620,183,4426,5
2621,183,5586,4
2622,183,6863,4
2623,183,128,4
2624,183,5622,6
2625,183,3510,5
2626,183,951,5
2627,183,3167,4
2628,183,3674,5
2629,183,1397,5
2630,183,7328,5
2631,183,3767,4
2632,183,3268,3
2633,183,5128,6
2634,183,8127,1
2635,183,4785,6
2636,183,5620,5
2637,183,120,4
2638,183,5604,5
2639,183,7732,1
2640,183,4463,5
2641,183,1418,5
2642,183,2910,4
2643,183,5159,5
2644,183,6542,6
2645,183,6765,1
2646,183,7758,6
2647,183,6799,5
2648,183,749,4
2649,183,7773,5
2650,183,5153,1
2651,183,6635,5
2652,183,4239,1
2653,183,5619,1
2654,183,762,4
2655,183,708,5
2656,183,4242,5
2657,183,6859,4
2658,183,3526,6
2659,183,112,1
2660,183,1372,5
2661,183,6840,5
2662,183,4094,5
2663,183,4747,5
2664,183,138,1
2665,183,725,6
2666,183,4775,5
2667,183,7700,5
2668,183,4767,5
2669,183,7322,4
2670,183,7325,1
2671,183,1878,5
2672,183,3511,6
2673,183,6823,5
2674,183,4240,6
2675,183,1384,5
2676,183,5458,3
2677,183,139,1
2678,183,970,5
2679,183,6841,5
2680,183,4261,6
2681,182,1216,7
2682,182,1620,6
2683,182,431,7
2684,182,383,4
2685,182,7559,7
2686,182,4000,7
2687,182,4001,7
2688,182,4002,2
2689,182,384,7
2690,182,3237,5
2691,182,5165,6
2692,182,4626,2
2693,182,209,7
2694,182,2698,2
2695,182,7999,7
2696,182,7935,7
2697,182,7535,5
2698,182,7998,7
2699,182,2620,4
2700,182,1619,5
2701,182,6254,2
2702,182,7534,5
2703,182,7652,7
2704,182,4991,2
2705,182,4627,2
2706,182,3517,2
2707,182,6330,7
2708,182,2058,7
2709,182,862,2
2710,182,4058,7
2711,182,6499,2
2712,182,4003,2
2713,182,3619,7
2714,182,7521,2
2715,182,3558,7
2716,182,7936,2
2717,182,1218,2
2718,182,8608,7
2719,182,7995,7
2720,182,486,7
2721,182,7560,7
2722,182,6833,2
2723,182,2602,7
2724,182,4059,2
2725,182,5104,7
2726,182,1215,2
2727,182,6255,3
2728,182,2610,7
2729,182,3559,7
2730,182,2614,2
2731,182,4400,2
2732,182,3279,5
2733,182,1989,7
2734,182,7386,2
2735,182,1213,7
2736,182,7536,5
2737,182,2606,7
2738,182,3518,2
2739,182,4060,2
2740,182,4054,6
2741,182,8218,5
2742,182,4004,2
2743,182,1217,7
2744,182,7247,7
2745,182,7557,2
2746,182,2607,7
2747,182,2608,2
2748,182,493,7
2749,182,2697,7
2750,182,2615,2
2751,182,4586,2
2752,182,487,7
2753,182,2076,2
2754,182,7997,7
2755,182,2696,7
2756,182,1656,7
2757,182,7993,7
2758,182,2611,2
2759,182,7996,7
2760,182,7994,7
2761,182,1065,2
2762,182,2603,7
2763,182,3557,7
2764,182,1505,2
2765,182,3519,7
2766,182,4061,7
2767,182,1214,7
2768,182,7555,7
2769,182,4628,2
2770,182,2609,7
2771,182,7556,7
2772,182,8474,7
2773,182,2601,5
2774,184,4755,6
2775,184,5801,1
2776,184,7372,6
2777,184,198,6
2778,184,3837,6
2779,184,4380,6
2780,184,8087,6
2781,184,2384,1
2782,184,5847,6
2783,184,6816,6
2784,184,5815,6
2785,184,3451,5
2786,184,3415,6
2787,184,8410,6
2788,184,3212,1
2789,184,218,5
2790,184,3808,6
2791,184,4472,6
2792,184,7448,6
2793,184,547,6
2794,184,7550,6
2795,184,7291,6
2796,184,3781,6
2797,184,5792,6
2798,184,7048,5
2799,184,1500,1
2800,184,5993,1
2801,184,6817,1
2802,184,4503,6
2803,184,4534,5
2804,184,5883,1
2805,184,1527,1
2806,184,2124,6
2807,184,5210,6
2808,184,3442,6
2809,184,922,6
2810,184,7691,6
2811,184,4415,6
2812,184,1865,6
2813,184,5848,6
2814,184,3402,6
2815,184,3445,6
2816,184,6851,6
2817,184,8411,6
2818,184,3864,6
2819,184,8456,5
2820,184,5394,6
2821,184,559,6
2822,184,221,6
2823,184,4549,5
2824,184,5854,5
2825,184,6767,5
2826,184,5185,6
2827,184,4777,5
2828,184,5945,6
2829,184,5053,6
2830,184,3627,6
2831,184,5953,6
2832,184,4629,6
2833,184,4596,6
2834,184,3461,5
2835,184,5922,1
2836,184,3211,1
2837,184,6951,6
2838,184,1024,6
2839,184,1054,1
2840,184,1350,4
2841,184,4177,6
2842,184,7838,5
